product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_volume_cm3,product_density_g_per_cm3,product_complexity_score,size_category,units_sold,total_revenue,avg_price,avg_product_rating
051b9ff13dd55c0a6655a15ff296f80d,esporte_lazer,50.0,529.0,2.0,3600.0,62.0,23.0,23.0,sports_leisure,32798.0,0.1098,6.29,Large,1,285.0,285.0,5.0
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,57.0,476.0,1.0,8950.0,52.0,51.0,17.0,office_furniture,45084.0,0.1985,5.26,Extra-Large,8,669.92,83.74,2.25
5370b82a213393979691c98074265584,bebes,52.0,708.0,9.0,7950.0,33.0,30.0,44.0,baby,43560.0,0.1825,11.58,Extra-Large,3,310.11,103.37,3.6666666666666665
b8dac5113b06a97e64943234522572b9,automotivo,43.0,1062.0,2.0,6000.0,87.0,3.0,42.0,auto,10962.0,0.5473,11.62,Extra-Large,1,115.0,115.0,4.0
750cf819d127191920eda79a4b6fb479,eletronicos,31.0,806.0,1.0,263.0,18.0,12.0,16.0,electronics,3456.0,0.0761,8.56,Small,2,48.0,24.0,4.0
1c6fb703c624b381a20f21f757694866,brinquedos,33.0,471.0,2.0,725.0,22.0,17.0,15.0,toys,5610.0,0.1292,5.71,Medium,2,194.28,97.14,5.0
b864b103180d5a6a3f830e67f93e8735,bebes,47.0,980.0,4.0,600.0,70.0,11.0,11.0,baby,8470.0,0.0708,11.8,Medium,1,83.9,83.9,5.0
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38.0,1701.0,2.0,11750.0,18.0,40.0,79.0,cool_stuff,56880.0,0.2066,18.01,Extra-Large,2,939.98,469.99,4.5
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,cool_stuff,88360.0,0.1737,13.26,Extra-Large,63,37733.9,598.9507936507937,4.555555555555555
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42.0,303.0,2.0,1300.0,25.0,16.0,25.0,furniture_decor,10000.0,0.13,4.03,Medium,3,119.7,39.9,3.6666666666666665
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60.0,330.0,1.0,1300.0,19.0,28.0,17.0,health_beauty,9044.0,0.1437,3.8,Medium,2,185.8,92.9,4.5
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55.0,410.0,2.0,1300.0,36.0,16.0,24.0,cool_stuff,13824.0,0.094,5.1,Medium,1,49.9,49.9,5.0
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51.0,427.0,2.0,100.0,19.0,3.0,11.0,telephony,627.0,0.1595,5.27,Small,1,25.99,25.99,3.0
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47.0,956.0,1.0,1050.0,25.0,20.0,14.0,sports_leisure,7000.0,0.15,10.06,Medium,1,121.87,121.87,1.0
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59.0,144.0,1.0,500.0,24.0,7.0,16.0,stationery,2688.0,0.186,1.94,Medium,1,59.0,59.0,5.0
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0,computers,71550.0,0.1677,11.17,Extra-Large,8,4792.0,599.0,4.25
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56.0,489.0,2.0,250.0,16.0,11.0,11.0,watches_gifts,1936.0,0.1291,5.89,Small,5,499.5,99.9,3.4
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57.0,992.0,3.0,1200.0,44.0,20.0,20.0,cool_stuff,17600.0,0.0682,11.42,Medium,2,277.8,138.9,4.5
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54.0,463.0,1.0,700.0,40.0,20.0,20.0,pet_shop,16000.0,0.0438,5.13,Medium,1,59.0,59.0,3.0
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0,health_beauty,10206.0,0.1029,16.19,Medium,2,129.8,64.9,4.0
0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0,perfumery,6048.0,0.0698,2.0,Small,11,3581.9,325.6272727272727,3.727272727272727
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39.0,430.0,1.0,16400.0,63.0,66.0,56.0,agro_industry_and_commerce,232848.0,0.0704,4.8,Extra-Large,1,57.0,57.0,5.0
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22.0,1313.0,1.0,938.0,29.0,22.0,23.0,health_beauty,14674.0,0.0639,13.63,Medium,4,982.9,245.725,3.0
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42.0,671.0,1.0,3850.0,29.0,12.0,24.0,garden_tools,8352.0,0.461,7.21,Large,3,1117.97,372.6566666666667,5.0
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49.0,460.0,2.0,267.0,17.0,13.0,17.0,perfumery,3757.0,0.0711,5.6,Small,1,399.9,399.9,2.0
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0,musical_instruments,88000.0,0.1841,25.17,Extra-Large,1,239.0,239.0,5.0
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54.0,381.0,2.0,1400.0,38.0,9.0,27.0,bed_bath_table,9234.0,0.1516,4.81,Medium,1,89.9,89.9,4.0
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300.0,25.0,8.0,18.0,computers_accessories,3600.0,0.0833,2.63,Small,1,139.9,139.9,2.0
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0,sports_leisure,6000.0,0.1,1.51,Medium,1,89.9,89.9,5.0
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0,health_beauty,15840.0,0.0095,14.46,Small,10,315.8,31.58,4.0
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57.0,900.0,4.0,400.0,16.0,4.0,11.0,sports_leisure,704.0,0.5682,11.0,Small,1,49.9,49.9,5.0
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0,telephony,1188.0,0.0842,3.69,Small,2,48.89,24.445,4.0
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250.0,47.0,19.0,23.0,auto,20539.0,0.2556,10.03,Extra-Large,1,59.9,59.9,3.0
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0,auto,3640.0,0.0549,4.11,Small,1,29.9,29.9,3.0
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0,watches_gifts,2244.0,0.1493,9.99,Small,1,689.0,689.0,5.0
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0,watches_gifts,352.0,0.7102,4.76,Small,8,520.0,65.0,3.5
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0,furniture_decor,103125.0,0.0824,3.37,Extra-Large,1,199.99,199.99,5.0
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0,baby,15750.0,0.1365,10.89,Large,1,229.99,229.99,5.0
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650.0,27.0,10.0,22.0,bed_bath_table,5940.0,0.1094,2.2,Medium,2,172.9,86.45,4.0
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0,sports_leisure,1056.0,0.142,4.75,Small,6,299.4,49.9,4.333333333333333
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,5120.0,0.2051,12.18,Medium,8,952.8,119.1,4.5
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0,pet_shop,4830.0,0.2795,6.67,Medium,4,1596.0,399.0,4.75
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0,housewares,4104.0,0.1462,3.2,Medium,6,145.2,24.2,5.0
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0,furniture_decor,9720.0,0.1029,3.25,Medium,5,385.0,77.0,4.6
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0,bed_bath_table,11352.0,0.1365,4.81,Medium,4,386.7000000000001,96.675,4.5
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0,bed_bath_table,20475.0,0.1319,2.73,Large,7,825.93,117.99,4.142857142857143
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51.0,244.0,1.0,800.0,38.0,8.0,28.0,luggage_accessories,8512.0,0.094,2.94,Medium,1,47.9,47.9,1.0
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0,sports_leisure,42570.0,0.0094,11.99,Small,2,272.0,136.0,5.0
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0,signaling_and_security,1280.0,0.3516,12.62,Small,2,94.8,47.4,3.0
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0,telephony,2640.0,0.1894,13.54,Medium,3,597.0,199.0,2.333333333333333
cbaff83e2c00a2b731d27276bbf52082,artes,59.0,1431.0,6.0,7900.0,70.0,15.0,70.0,art,73500.0,0.1075,17.31,Extra-Large,1,250.0,250.0,5.0
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200.0,16.0,2.0,11.0,fashion_bags_accessories,352.0,0.5682,4.18,Small,1,38.0,38.0,5.0
60cf4effb6947283fa638d570bd07318,bebes,30.0,410.0,4.0,4500.0,80.0,70.0,28.0,baby,156800.0,0.0287,6.1,Large,1,269.0,269.0,1.0
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0,housewares,4800.0,0.1146,9.93,Medium,1,13.1,13.1,5.0
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49.0,540.0,4.0,1100.0,39.0,12.0,28.0,luggage_accessories,13104.0,0.0839,7.4,Medium,1,181.0,181.0,5.0
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0,bed_bath_table,32000.0,0.1125,2.72,Large,1,109.0,109.0,5.0
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55.0,144.0,1.0,3775.0,18.0,13.0,16.0,sports_leisure,3744.0,1.0083,1.94,Large,2,79.06,39.53,4.5
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0,cool_stuff,10000.0,0.14,8.97,Medium,5,632.0,126.4,4.6
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0,consoles_games,2772.0,0.3247,6.89,Medium,4,2801.6,700.4,3.5
56139431d72cd51f19eb9f7dae4d1617,,,,,200.0,20.0,20.0,20.0,,8000.0,0.025,,Small,1,45.9,45.9,5.0
3cef8174403f4fdedbf24fa67fa9f132,bebes,39.0,805.0,3.0,1800.0,18.0,32.0,27.0,baby,15552.0,0.1157,9.55,Medium,1,799.99,799.99,4.0
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0,furniture_living_room,20000.0,0.2525,5.2,Extra-Large,1,179.9,179.9,4.0
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0,auto,125000.0,0.2168,4.36,Extra-Large,1,479.99,479.99,4.0
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,19760.0,0.0759,3.23,Medium,2,79.98,39.99,5.0
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500.0,16.0,11.0,11.0,watches_gifts,1936.0,0.2583,6.72,Medium,1,319.9,319.9,5.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.1367,8.0,Small,12,359.88,29.99,3.909090909090909
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500.0,16.0,12.0,17.0,auto,3264.0,0.1532,16.98,Medium,3,538.47,179.49,4.333333333333333
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000.0,20.0,20.0,20.0,sports_leisure,8000.0,0.125,4.98,Medium,1,110.0,110.0,4.0
46b48281eb6d663ced748f324108c733,,,,,18500.0,41.0,30.0,41.0,,50430.0,0.3668,,Extra-Large,5,424.5,84.9,4.6
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51.0,410.0,2.0,300.0,24.0,11.0,24.0,toys,6336.0,0.0473,5.1,Small,3,537.0,179.0,3.333333333333333
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0,health_beauty,640.0,0.3906,3.07,Small,3,389.7000000000001,129.9,4.666666666666667
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0,garden_tools,27300.0,0.2821,7.3,Extra-Large,1,879.0,879.0,4.0
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57.0,785.0,4.0,5200.0,20.0,60.0,35.0,sports_leisure,42000.0,0.1238,9.85,Extra-Large,1,547.99,547.99,5.0
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0,telephony,2380.0,0.0525,2.94,Small,3,73.55,24.516666666666666,3.333333333333333
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30.0,401.0,3.0,150.0,16.0,11.0,11.0,fashion_bags_accessories,1936.0,0.0775,5.51,Small,1,23.99,23.99,5.0
1cf39a397efa955b102a52ee7ec5531c,automotivo,35.0,907.0,3.0,18200.0,56.0,15.0,15.0,auto,12600.0,1.4444,10.57,Extra-Large,1,499.99,499.99,2.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0,housewares,5670.0,0.1499,4.4,Medium,8,469.3,58.6625,4.75
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,5120.0,0.2051,12.18,Medium,1,119.85,119.85,5.0
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,48.0,382.0,5.0,200.0,16.0,9.0,11.0,fashion_bags_accessories,1584.0,0.1263,6.32,Small,1,34.9,34.9,5.0
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32.0,42.0,1.0,300.0,16.0,15.0,11.0,housewares,2640.0,0.1136,0.92,Small,1,42.0,42.0,5.0
4473f3e5c65952b074ef987fa5c24662,telefonia,59.0,776.0,6.0,350.0,17.0,4.0,12.0,telephony,816.0,0.4289,10.76,Small,17,501.83,29.51941176470588,3.764705882352941
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53.0,585.0,1.0,783.0,21.0,13.0,28.0,computers_accessories,7644.0,0.1024,6.35,Medium,3,479.97,159.99,4.666666666666667
657491063e8a63247a108a4d9cedf020,brinquedos,25.0,274.0,1.0,3050.0,40.0,10.0,40.0,toys,16000.0,0.1906,3.24,Large,5,489.5,97.9,4.0
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59.0,470.0,2.0,750.0,34.0,14.0,24.0,housewares,11424.0,0.0657,5.7,Medium,1,16.9,16.9,4.0
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39.0,422.0,1.0,250.0,36.0,4.0,20.0,fashion_underwear_beach,2880.0,0.0868,4.72,Small,3,179.7,59.9,4.666666666666667
6d14f72afff32795290f2df6507f063c,malas_acessorios,59.0,413.0,3.0,2300.0,84.0,14.0,20.0,luggage_accessories,23520.0,0.0978,5.63,Large,1,104.97,104.97,2.0
75b433ca888fe027b18dfac89a284667,eletronicos,37.0,374.0,1.0,1350.0,33.0,12.0,26.0,electronics,10296.0,0.1311,4.24,Medium,6,77.4,12.9,3.1666666666666665
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22.0,388.0,3.0,530.0,17.0,20.0,20.0,housewares,6800.0,0.0779,5.38,Medium,1,47.9,47.9,3.0
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59.0,162.0,1.0,1300.0,20.0,20.0,20.0,auto,8000.0,0.1625,2.12,Medium,1,109.9,109.9,5.0
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59.0,605.0,5.0,4000.0,57.0,14.0,36.0,fashion_shoes,28728.0,0.1392,8.55,Large,1,365.0,365.0,5.0
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57.0,272.0,1.0,2200.0,16.0,2.0,11.0,construction_tools_construction,352.0,6.25,3.22,Large,2,319.5,159.75,5.0
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55.0,1029.0,1.0,1150.0,20.0,25.0,20.0,health_beauty,10000.0,0.115,10.79,Medium,2,499.98,249.99,3.0
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60.0,312.0,4.0,200.0,16.0,2.0,11.0,watches_gifts,352.0,0.5682,5.12,Small,12,588.0,49.0,3.8333333333333335
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,60.0,1068.0,3.0,400.0,16.0,20.0,16.0,furniture_decor,5120.0,0.0781,12.18,Small,3,45.0,15.0,5.0
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63.0,244.0,4.0,600.0,29.0,12.0,23.0,furniture_decor,8004.0,0.075,4.44,Medium,1,45.0,45.0,5.0
701ff123e9085dcc9c2f833efded6374,cool_stuff,50.0,268.0,5.0,10664.0,61.0,63.0,35.0,cool_stuff,134505.0,0.0793,5.18,Extra-Large,3,1170.0,390.0,3.0
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,43.0,2148.0,2.0,1800.0,50.0,12.0,36.0,housewares,21600.0,0.0833,22.48,Medium,2,279.98,139.99,2.5
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47.0,154.0,3.0,500.0,16.0,2.0,11.0,sports_leisure,352.0,1.4205,3.04,Medium,3,279.99,93.33,4.333333333333333
47969dd948e918289f809be899ddfb4c,papelaria,48.0,501.0,1.0,258.0,19.0,12.0,19.0,stationery,4332.0,0.0596,5.51,Small,6,264.7,44.11666666666667,4.166666666666667
446295cf6f689d4db477145815362608,papelaria,59.0,209.0,1.0,1400.0,16.0,44.0,37.0,stationery,26048.0,0.0537,2.59,Medium,1,75.5,75.5,2.0
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0,air_conditioning,9000.0,0.1444,9.05,Medium,8,863.99,107.99875,4.142857142857143
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55.0,315.0,2.0,1000.0,30.0,10.0,25.0,bed_bath_table,7500.0,0.1333,4.15,Medium,2,118.0,59.0,4.0
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,52.0,1290.0,3.0,1300.0,30.0,10.0,18.0,pet_shop,5400.0,0.2407,14.4,Medium,2,1634.0,817.0,5.0
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58.0,443.0,2.0,3305.0,38.0,36.0,19.0,toys,25992.0,0.1272,5.43,Large,1,139.9,139.9,5.0
8bb6ace4cf2411747ea1cfecad5a458d,bebes,55.0,224.0,2.0,6000.0,75.0,15.0,50.0,baby,56250.0,0.1067,3.24,Extra-Large,1,110.0,110.0,5.0
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,50.0,281.0,4.0,300.0,35.0,5.0,25.0,computers_accessories,4375.0,0.0686,4.81,Small,1,79.99,79.99,5.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0,15.0,bed_bath_table,600.0,0.4167,1.24,Small,25,622.5,24.9,3.9
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,perfumery,2178.0,0.1837,11.03,Small,65,3704.35,56.99,3.815384615384616
3fc3d637781e5d185455013606a6e2cd,eletronicos,32.0,1274.0,1.0,250.0,16.0,10.0,30.0,electronics,4800.0,0.0521,13.24,Small,5,158.5,31.7,4.6
21d325f98c6505a72b1bcf363f3d3f88,brinquedos,57.0,1532.0,2.0,1250.0,29.0,19.0,22.0,toys,12122.0,0.1031,16.32,Medium,1,44.99,44.99,5.0
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,47.0,1026.0,2.0,950.0,40.0,6.0,40.0,fashion_male_clothing,9600.0,0.099,11.26,Medium,1,195.0,195.0,0.0
6e9c52b407fea24064f7ab2b144fbf8c,bebes,56.0,1395.0,7.0,13575.0,71.0,81.0,44.0,baby,253044.0,0.0536,17.45,Extra-Large,2,555.0,277.5,3.0
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60.0,537.0,1.0,667.0,17.0,16.0,16.0,health_beauty,4352.0,0.1533,5.87,Medium,1,28.58,28.58,3.0
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55.0,457.0,2.0,267.0,17.0,11.0,12.0,watches_gifts,2244.0,0.119,5.57,Small,2,236.0,118.0,5.0
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60.0,609.0,2.0,1750.0,45.0,20.0,40.0,bed_bath_table,36000.0,0.0486,7.09,Medium,4,291.69,72.9225,5.0
795ed173180b101b114960e572d2181f,malas_acessorios,43.0,215.0,1.0,700.0,45.0,10.0,31.0,luggage_accessories,13950.0,0.0502,2.65,Medium,1,48.9,48.9,3.0
40a75445dcf4958b8c9b3dac6898094b,esporte_lazer,29.0,1318.0,1.0,400.0,34.0,16.0,16.0,sports_leisure,8704.0,0.046,13.68,Small,1,65.9,65.9,5.0
fff0a542c3c62682f23305214eaeaa24,papelaria,23.0,146.0,3.0,300.0,30.0,10.0,20.0,stationery,6000.0,0.05,2.96,Small,8,59.8,7.475,4.75
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,47.0,687.0,1.0,267.0,17.0,11.0,13.0,watches_gifts,2431.0,0.1098,7.37,Small,1,158.9,158.9,4.0
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,53.0,155.0,2.0,1500.0,39.0,12.0,25.0,bed_bath_table,11700.0,0.1282,2.55,Medium,5,475.15,95.03,4.2
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58.0,172.0,1.0,400.0,16.0,10.0,14.0,housewares,2240.0,0.1786,2.22,Small,3,56.85,18.95,2.0
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,40.0,654.0,1.0,650.0,25.0,13.0,14.0,health_beauty,4550.0,0.1429,7.04,Medium,2,69.78999999999999,34.895,5.0
582dfc3697c5f834a5ddf28460ba9222,fashion_bolsas_e_acessorios,59.0,251.0,1.0,300.0,25.0,10.0,25.0,fashion_bags_accessories,6250.0,0.048,3.01,Small,4,79.96,19.99,5.0
f46c384460008df0071849d01b39834f,esporte_lazer,53.0,527.0,2.0,700.0,23.0,9.0,11.0,sports_leisure,2277.0,0.3074,6.27,Medium,2,117.8,58.9,5.0
